"","country","points","price","province","title","variety","winery"
"414","Argentina",80,14,"Mendoza Province","Cinco Sentidos 2009 Chardonnay (Mendoza)","Chardonnay","Cinco Sentidos"
"415","US",87,18,"California","Morgan 2009 Cotes du Crow's Red (Monterey)","Rhône-style Red Blend","Morgan"
"416","France",91,49,"Rhône Valley","Famille Perrin 2011 Coudoulet de Beaucastel White (Côtes du Rhône)","Rhône-style White Blend","Famille Perrin"
"417","US",90,39,"California","Tofanelli Family 2012 Estate Charbono (Napa Valley)","Charbono","Tofanelli Family"
"418","Austria",88,19,"Burgenland","Hannes Reeh 2014 Heideboden Red (Burgenland)","Red Blend","Hannes Reeh"
"419","US",88,33,"California","Flora Springs 1999 Lavender Hill Vineyard Pinot Noir (Napa Valley)","Pinot Noir","Flora Springs"
"420","France",94,140,"Burgundy","Louis Latour 2014 Clos de la Vigne au Saint  (Corton)","Pinot Noir","Louis Latour"
"421","US",92,38,"California","Bonny Doon 2009 Le Cigare Volant Red (Central Coast)","Rhône-style Red Blend","Bonny Doon"
"422","France",91,NA,"Burgundy","Henri de Villamont 2007 Les Groseilles Premier Cru  (Chambolle-Musigny)","Pinot Noir","Henri de Villamont"
"423","Italy",86,14,"Central Italy","Casa Catelli 2015 Organic  (Montepulciano d'Abruzzo)","Montepulciano","Casa Catelli"
"424","US",87,14,"California","Rosenblum 2005 Chateau La Paws Côte du Bone Roan Red (California)","Red Blend","Rosenblum"
"425","Italy",94,325,"Tuscany","Marchesi Antinori 2011 Solaia Red (Toscana)","Red Blend","Marchesi Antinori"
"426","US",86,13,"California","Kitchen Sink NV White (California)","White Blend","Kitchen Sink"
"427","US",90,65,"California","Merryvale 2013 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Merryvale"
"428","Italy",89,79,"Piedmont","Beni di Batasiolo 2011 Boscareto  (Barolo)","Nebbiolo","Beni di Batasiolo"
"429","Italy",88,30,"Tuscany","Mazzei 2008 Tenuta Belguardo Bronzone  (Morellino di Scansano)","Sangiovese","Mazzei"
"430","Italy",90,32,"Southern Italy","Fratelli Urciuolo 2004  Taurasi","Aglianico","Fratelli Urciuolo"
"431","US",90,20,"California","Sidebar 2015 Sauvignon Blanc (High Valley)","Sauvignon Blanc","Sidebar"
"432","Chile",81,9,"Maule Valley","Sundance 2009 Cabernet Sauvignon (Maule Valley)","Cabernet Sauvignon","Sundance"
"433","US",93,70,"Washington","Cayuse 2008 God Only Knows Grenache (Walla Walla Valley (WA))","Grenache","Cayuse"
"434","South Africa",91,29,"Stellenbosch","de Trafford 2009 Chenin Blanc (Stellenbosch)","Chenin Blanc","de Trafford"
"435","Italy",88,94,"Piedmont","Socré 2010 Roncaglie Riserva  (Barbaresco)","Nebbiolo","Socré"
"436","Italy",95,47,"Piedmont","Guido Porro 2011 Vigna S. Caterina  (Barolo)","Nebbiolo","Guido Porro"
"437","US",95,120,"Washington","Horsepower 2013 Sur Echalas Vineyard Syrah (Walla Walla Valley (WA))","Syrah","Horsepower"
"438","France",86,12,"Loire Valley","Sauvion 2012 Loire Valley  (Vouvray)","Chenin Blanc","Sauvion"
"439","Spain",85,8,"Spain Other","Vicente Gandia 2010 Organic Cabernet Sauvignon (Spain)","Cabernet Sauvignon","Vicente Gandia"
"440","US",92,50,"California","J. Lohr 2012 Cuvée Pom Red (Paso Robles)","Bordeaux-style Red Blend","J. Lohr"
"441","Chile",85,10,"Maule Valley","Viña Requingua 2012 Puerto Viejo Single Vineyard Reserve Estate Bottled Pinot Noir (Maule Valley)","Pinot Noir","Viña Requingua"
"442","Austria",91,23,"Kremstal","Stift Göttweig 2016 Furth Grüner Veltliner (Kremstal)","Grüner Veltliner","Stift Göttweig"
"443","Chile",88,20,"Colchagua Valley","Santa Luz 2013 Gran Reserva Corte Cabernet Sauvignon (Colchagua Valley)","Cabernet Sauvignon","Santa Luz"
"444","Germany",93,34,"Mosel","Reichsgraf von Kesselstatt 2015 Graach Josephshöfer Monopol Spätlese Grosse Lage Riesling (Mosel)","Riesling","Reichsgraf von Kesselstatt"
"445","France",90,25,"Bordeaux","Château des Arnauds 2014 Cuvée des Capucins  (Lalande de Pomerol)","Bordeaux-style Red Blend","Château des Arnauds"
"446","Portugal",89,14,"Douro","Castello d'Alba 2008 Reserva Red (Douro)","Portuguese Red","Castello d'Alba"
"447","Italy",92,65,"Tuscany","Fossacolle 2006  Brunello di Montalcino","Sangiovese Grosso","Fossacolle"
"448","US",95,39,"Washington","Woodward Canyon 2007 Merlot (Columbia Valley (WA))","Merlot","Woodward Canyon"
"449","France",90,25,"Loire Valley","Henri Bourgeois 2015 Les Baronnes  (Sancerre)","Sauvignon Blanc","Henri Bourgeois"
"450","Australia",89,15,"South Australia","Reilly's 2008 Barking Mad Shiraz (Clare Valley)","Shiraz","Reilly's"
"451","Greece",85,NA,"Macedonia","Pavlou-Kagas 2005 Klima Xinomavro (Macedonia)","Xinomavro","Pavlou-Kagas"
"452","Portugal",90,15,"Lisboa","Companhia das Quintas 2010 Quinta de Pancas Cabernet Sauvignon (Lisboa)","Cabernet Sauvignon","Companhia das Quintas"
"453","US",90,22,"California","Murrieta's Well 2007 White Meritage Semillon-Sauvignon Blanc (Livermore Valley)","Semillon-Sauvignon Blanc","Murrieta's Well"
"454","France",85,15,"Beaujolais","Domaine Foretal 2015  Beaujolais-Villages","Gamay","Domaine Foretal"
"455","US",87,48,"Oregon","Et Fille 2012 Palmer Creek Vineyard Pinot Noir (Eola-Amity Hills)","Pinot Noir","Et Fille"
"456","South Africa",92,NA,"Swartland","Boekenhoutskloof 2014 Cape Winemakers Guild Auction Reserve Syrah (Swartland)","Syrah","Boekenhoutskloof"
"457","US",83,19,"California","Pali 2008 Bluffs Pinot Noir (Russian River Valley)","Pinot Noir","Pali"
"458","US",83,12,"California","Perry Creek 1998 Zin Man Zinfandel (Sierra Foothills)","Zinfandel","Perry Creek"
"459","Portugal",84,18,"Dão","Fontes da Cunha 2015 Quinta do Mondego Rosé (Dão)","Rosé","Fontes da Cunha"
"460","Spain",89,20,"Northern Spain","Tamaral 2013 Crianza  (Ribera del Duero)","Tempranillo","Tamaral"
"461","US",95,125,"California","Amici 2009 Morisoli Vineyard Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","Amici"
"462","US",91,37,"California","The Calling 2012 Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","The Calling"
"463","Greece",89,14,"Peloponnese","Greek Wine Cellars 2015 Moschofilero (Peloponnese)","Moschofilero","Greek Wine Cellars"
"464","Argentina",86,40,"Mendoza Province","Bressia 2011 Profundo Red (Mendoza)","Bordeaux-style Red Blend","Bressia"
"465","US",86,22,"Virginia","Granite Heights 2009 Lomax Reserve Red (Virginia)","Bordeaux-style Red Blend","Granite Heights"
"466","US",91,32,"California","Concannon 2013 Reserve Petit Verdot (Livermore Valley)","Petit Verdot","Concannon"
"467","Spain",87,20,"Northern Spain","Fernández de Piérola 2007 Crianza  (Rioja)","Tempranillo","Fernández de Piérola"
"468","France",93,115,"Burgundy","Domaine de Bellene 2014 Les Quartiers de Nuits  (Vosne-Romanée)","Pinot Noir","Domaine de Bellene"
"469","France",89,19,"Bordeaux","Château Grand-Maison 2009 Cuvée Spéciale  (Côtes de Bourg)","Bordeaux-style Red Blend","Château Grand-Maison"
"470","Portugal",93,95,"Douro","Quinta do Noval 2004 Red (Douro)","Portuguese Red","Quinta do Noval"
"471","Austria",90,24,"Niederösterreich","Kurt Angerer 2013 Spies Grüner Veltliner (Niederösterreich)","Grüner Veltliner","Kurt Angerer"
"472","Italy",88,16,"Veneto","Perlage NV Col di Manza  (Prosecco di Valdobbiadene)","Prosecco","Perlage"
"473","Israel",88,25,"Judean Hills","Barkan 2006 Reserve Kosher Pinotage (Judean Hills)","Pinotage","Barkan"
"474","Argentina",81,15,"Mendoza Province","Cultivate 2011 The Gambler Malbec (Mendoza)","Malbec","Cultivate"
"475","US",94,35,"Washington","Januik 2011 Ciel du Cheval Vineyard Syrah (Red Mountain)","Syrah","Januik"
"476","US",87,28,"Washington","Liberty Lake 2012 Tempranillo (Red Mountain)","Tempranillo","Liberty Lake"
"477","France",86,15,"Burgundy","Vignerons des Pierres Dorées 2015 Salamandre d'Or  (Coteaux Bourguignons)","Gamay","Vignerons des Pierres Dorées"
"478","Italy",89,25,"Northeastern Italy","Primosic 2014 Gmajne Sauvignon (Collio)","Sauvignon","Primosic"
"479","New Zealand",92,42,"Central Otago","Peregrine 2006 Pinot Noir (Central Otago)","Pinot Noir","Peregrine"
"480","France",89,17,"Rhône Valley","Château de Nages 2013 Vieilles Vignes Red (Costières de Nîmes)","Rhône-style Red Blend","Château de Nages"
"481","US",85,15,"California","Zin 91 2011 Old Vine Zinfandel (Paso Robles)","Zinfandel","Zin 91"
"482","Italy",84,12,"Tuscany","Tenuta di Trecciano 2010 Terra di Siena  (Chianti Colli Senesi)","Sangiovese","Tenuta di Trecciano"
"483","France",84,15,"Burgundy","Domaine des Deux Roches 2016 Tradition  (Mâcon-Villages)","Chardonnay","Domaine des Deux Roches"
"484","Italy",89,23,"Northeastern Italy","Ronco Blanchis 2015 White (Collio)","White Blend","Ronco Blanchis"
"485","US",89,28,"Washington","Milbrandt 2011 Vineyard Series Mosaic Red (Wahluke Slope)","Rhône-style Red Blend","Milbrandt"
"486","Italy",86,40,"Piedmont","Vietti 2005 Scarrone  (Barbera d'Alba)","Barbera","Vietti"
"487","US",93,35,"California","Dutton-Goldfield 2001 Dutton Ranch Cherry Ridge Vineyard Syrah (Russian River Valley)","Syrah","Dutton-Goldfield"
"488","France",92,124,"Burgundy","Domaine Faiveley 2014 Aux Chaignots Premier Cru  (Nuits-St.-Georges)","Pinot Noir","Domaine Faiveley"
"489","US",90,45,"California","William Hill Estate 2013 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","William Hill Estate"
"490","Italy",84,12,"Tuscany","Vèscine 2006  Chianti Colli Senesi","Sangiovese","Vèscine"
"491","US",85,40,"Oregon","Griffin Creek 2012 Tempranillo (Rogue Valley)","Tempranillo","Griffin Creek"
"492","Italy",85,55,"Northeastern Italy","Jermann 2000 Were Dreams, Now it is Just Wine Chardonnay (Venezia Giulia)","Chardonnay","Jermann"
"493","US",91,60,"Oregon","Etude 2013 Yamhill Vista Vineyard Pinot Noir","Pinot Noir","Etude"
"494","US",92,55,"California","Jackson Estate 2012 Hawkeye Mountain Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Jackson Estate"
"495","Italy",90,16,"Northeastern Italy","Rotari 2001 Riserva Brut Sparkling (Trento)","Sparkling Blend","Rotari"
"496","Portugal",88,18,"Alentejano","Julian Reynolds 2011 Carlos Reynolds Red (Alentejano)","Portuguese Red","Julian Reynolds"
"497","US",94,41,"Oregon","The Eyrie Vineyards 2014 Original Vines Pinot Gris (Dundee Hills)","Pinot Gris","The Eyrie Vineyards"
"498","Italy",87,19,"Piedmont","Tenuta La Meridiana 2008 Le Gagie  (Barbera d'Asti)","Barbera","Tenuta La Meridiana"
"499","France",94,30,"Southwest France","Jean-Luc Baldès 2007 Clos Triguedina Les Petites Cailles Malbec (Cahors)","Malbec","Jean-Luc Baldès"
"500","US",90,36,"California","Sanglier Cellars 2014 River Tusque Pinot Noir (Sonoma County)","Pinot Noir","Sanglier Cellars"
"501","US",93,50,"New York","Red Tail Ridge 2012 Sticky Riesling (Finger Lakes)","Riesling","Red Tail Ridge"
"502","Croatia",90,25,"Kutjevo","Enjingi 2009 Barrique Zweigelt (Kutjevo)","Zweigelt","Enjingi"
"503","France",92,NA,"Bordeaux","Château Lamothe Guignard 2010 Barrel sample  (Sauternes)","Bordeaux-style White Blend","Château Lamothe Guignard"
"504","US",89,46,"Washington","The Walls 2014 The Ramparts Red (Red Mountain)","Rhône-style Red Blend","The Walls"
"505","Argentina",89,25,"Mendoza Province","Monteviejo 2012 Petite Fleur Red (Uco Valley)","Red Blend","Monteviejo"
"506","France",88,20,"Provence","Fabre en Provence 2015 Château de la Clapière Rosé (Côtes de Provence)","Rosé","Fabre en Provence"
"507","US",83,13,"California","Stephen Vincent 2012 Chardonnay (Sonoma County)","Chardonnay","Stephen Vincent"
"508","US",87,14,"New York","Sheldrake Point 2013 Chardonnay (Finger Lakes)","Chardonnay","Sheldrake Point"
"509","US",88,55,"Washington","Mercer 2014 Robert Willis Reserve Spice Cabinet Vineyard Malbec (Horse Heaven Hills)","Malbec","Mercer"
"510","Italy",87,17,"Tuscany","La Gerla 2008  Rosso di Montalcino","Sangiovese Grosso","La Gerla"
"511","US",93,95,"California","Gypsy Canyon 2008 Trois Pinot Noir (Sta. Rita Hills)","Pinot Noir","Gypsy Canyon"
"512","France",91,57,"Rhône Valley","Maison Nicolas Perrin 2011  Cornas","Syrah","Maison Nicolas Perrin"
"513","Spain",85,11,"Catalonia","Cellers Unió 2015 Clos Dalian Crianza Grenache (Terra Alta)","Grenache","Cellers Unió"
"514","Austria",94,35,"Burgenland","Hager Matthias 2010 10 Eiswein Zweigelt (Burgenland)","Zweigelt","Hager Matthias"
"515","US",91,25,"Oregon","Broadley 2015 Estate Pinot Noir (Willamette Valley)","Pinot Noir","Broadley"
"516","Austria",86,NA,"Thermenregion","Johanneshof Reinisch 2011 Auslese Rotgipfler (Thermenregion)","Rotgipfler","Johanneshof Reinisch"
"517","Italy",90,120,"Piedmont","Domenico Clerico 2005 Percristina  (Barolo)","Nebbiolo","Domenico Clerico"
"518","US",90,34,"California","Pianetta 2013 Barbera (Central Coast)","Barbera","Pianetta"
"519","Germany",89,24,"Rheingau","Johannishof 2015 Johannisberg V Kabinett Riesling (Rheingau)","Riesling","Johannishof"
"520","France",92,40,"Southwest France","Château Lagrézette 2006 Malbec (Cahors)","Malbec","Château Lagrézette"
"521","Italy",92,77,"Sicily & Sardinia","Abbazia Santa Anastasia 2005 Litra Cabernet Sauvignon (Sicilia)","Cabernet Sauvignon","Abbazia Santa Anastasia"
"522","Italy",88,NA,"Southern Italy","Sanpaolo 2012  Greco di Tufo","Greco","Sanpaolo"
"523","France",88,16,"Rhône Valley","Marrenon 2014 Petula Sélection Parcellaire Rosé (Luberon)","Rosé","Marrenon"
"524","Italy",88,20,"Northeastern Italy","Abbazia di Novacella 2012 Kerner (Alto Adige Valle Isarco)","Kerner","Abbazia di Novacella"
"525","France",87,26,"Bordeaux","Château Beynat 2012 Cuvée Léonard  (Castillon Côtes de Bordeaux)","Bordeaux-style Red Blend","Château Beynat"
"526","US",83,16,"Washington","Airfield Estates 2008 Bombshell Red Red (Yakima Valley)","Red Blend","Airfield Estates"
"527","New Zealand",86,25,"Central Otago","Shaky Bridge 2006 Pioneer Series Pinot Noir (Central Otago)","Pinot Noir","Shaky Bridge"
"528","US",93,50,"California","Topel 2007 Extended Elevage Cabernet Sauvignon (Howell Mountain)","Cabernet Sauvignon","Topel"
"529","Italy",88,27,"Northeastern Italy","Vie di Romans 2001 Flors di Uis White (Friuli Isonzo)","White Blend","Vie di Romans"
"530","US",84,14,"California","Clayhouse 2009 Adobe Red (Central Coast)","Red Blend","Clayhouse"
"531","Italy",86,24,"Tuscany","Rocca di Frassinello 2004 Poggio alla Guardia  (Maremma)","Red Blend","Rocca di Frassinello"
"532","Argentina",86,10,"Mendoza Province","Vila 2008 Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Vila"
"533","US",89,25,"California","V. Sattui 2014 Dancing Egg Riesling (Anderson Valley)","Riesling","V. Sattui"
"534","US",87,20,"Washington","Cor Cellars 2011 Momentum Red (Horse Heaven Hills)","Red Blend","Cor Cellars"
"535","US",88,38,"Oregon","Day 2015 Belle Pente Vineyard Chardonnay","Chardonnay","Day"
"536","US",88,24,"California","Balletto 2013 Estate Grown Zinfandel (Russian River Valley)","Zinfandel","Balletto"
"537","Spain",87,17,"Northern Spain","Martín Berdugo 2012 Barrica  (Ribera del Duero)","Tempranillo","Martín Berdugo"
"538","Greece",85,18,"Pageon","Protopapas 2008 Traminer (Pageon)","Traminer","Protopapas"
"539","US",89,28,"Washington","Gorman 2012 The Devil You Know Red (Columbia Valley (WA))","Red Blend","Gorman"
"540","US",96,50,"California","Clendenen Family 2013 Le Bon Climat Pinot Noir (Santa Maria Valley)","Pinot Noir","Clendenen Family"
"541","US",88,45,"California","Williams Selyem 2006 Pinot Noir (Russian River Valley)","Pinot Noir","Williams Selyem"
"542","US",90,50,"Oregon","Ken Wright 2010 Shea Vineyard Pinot Noir","Pinot Noir","Ken Wright"
"543","US",83,28,"California","South Coast NV Daybreak Signature Solera Library Selection Muscat Canelli (Temecula Valley)","Muscat Canelli","South Coast"
"544","Italy",87,11,"Central Italy","Talamonti 2011 Modà  (Montepulciano d'Abruzzo)","Montepulciano","Talamonti"
"545","US",87,25,"California","Sorelle Winery 2009 Belleza Fra Barbera (Lodi)","Barbera","Sorelle Winery"
"546","US",86,25,"California","Oberon 2015 Cabernet Sauvignon (Napa County)","Cabernet Sauvignon","Oberon"
"547","France",85,NA,"Bordeaux","Château de l'Abbaye de Saint-Ferme 2010  Bordeaux Supérieur","Bordeaux-style Red Blend","Château de l'Abbaye de Saint-Ferme"
"548","Portugal",90,NA,"Lisboa","Quinta de Chocapalha 2007 Tinto Red (Lisboa)","Portuguese Red","Quinta de Chocapalha"
"549","Hungary",90,38,"Tokaj","Barta 2012 Öreg Kiraly Dulo Mad Furmint (Tokaj)","Furmint","Barta"
"550","Italy",90,60,"Tuscany","Talenti 2008  Brunello di Montalcino","Sangiovese Grosso","Talenti"
"551","US",84,35,"California","Adelaida 2008 HMR Estate Vineyard Pinot Noir (Paso Robles)","Pinot Noir","Adelaida"
"552","US",93,62,"California","Dutton-Goldfield 2014 McDougall Vineyard Pinot Noir (Fort Ross-Seaview)","Pinot Noir","Dutton-Goldfield"
"553","France",86,12,"France Other","Jean-Luc Colombo 2010 Cape Bleue Rosé (Vin de Pays de la Méditerranée)","Rosé","Jean-Luc Colombo"
"554","US",88,60,"California","Hahn 2014 SLH Gabrielle Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Hahn"
"555","Italy",87,70,"Southern Italy","Marisa Cuomo 2011 Fiorduva Furore Bianco White (Costa d'Amalfi)","White Blend","Marisa Cuomo"
"556","France",90,70,"Champagne","Drappier NV Quattuor Blanc de Blancs Brut White (Champagne)","White Blend","Drappier"
"557","US",89,20,"California","L'Oliveto 2014 Barrel Fermented Chardonnay (Russian River Valley)","Chardonnay","L'Oliveto"
"558","France",87,22,"Bordeaux","Château Tour Saint Vincent 2013  Médoc","Bordeaux-style Red Blend","Château Tour Saint Vincent"
"559","US",90,34,"California","Bella Vetta 2008 Jack's Cabin Vineyard Zinfandel (Rockpile)","Zinfandel","Bella Vetta"
"560","Chile",85,10,"Maipo Valley","Tres Palacios 2016 Reserve Chardonnay (Maipo Valley)","Chardonnay","Tres Palacios"
"561","US",88,16,"New York","Glenora 2014 Barrel Fermented Chardonnay (Finger Lakes)","Chardonnay","Glenora"
"562","Italy",84,25,"Veneto","Baldi NV Rive di Ogliano  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Baldi"
"563","Spain",82,20,"Northern Spain","Arínzano 2014 Hacienda de Arínzano Chardonnay (Pago de Arínzano)","Chardonnay","Arínzano"
"564","Germany",91,29,"Nahe","SJ Montigny 2014 Kreuznacher Steinberg Trocken Riesling (Nahe)","Riesling","SJ Montigny"
"565","Spain",87,22,"Catalonia","Codorníu NV Reserva Cuvée Barcelona 1872 Rosé Sparkling (Cava)","Sparkling Blend","Codorníu"
"566","Portugal",86,15,"Douro","Quinta do Passadouro 2014 Passa White (Douro)","Portuguese White","Quinta do Passadouro"
"567","US",89,34,"California","DeLorimier 2012 Keeper Vineyard Sangiovese (Alexander Valley)","Sangiovese","DeLorimier"
"568","Chile",87,12,"Casablanca Valley","Santa Rita 2008 Reserva Sauvignon Blanc (Casablanca Valley)","Sauvignon Blanc","Santa Rita"
"569","US",86,20,"Washington","Finn Hill 2016 Blondie Rosé of Sangiovese (Rattlesnake Hills)","Sangiovese","Finn Hill"
"570","France",87,NA,"Burgundy","Domaine Laroche 2012 Saint-Martin  (Chablis)","Chardonnay","Domaine Laroche"
"571","Argentina",83,12,"Mendoza Province","Septima 2009 Chardonnay (Agrelo)","Chardonnay","Septima"
"572","France",91,NA,"Bordeaux","Château Talbot 2011  Saint-Julien","Bordeaux-style Red Blend","Château Talbot"
"573","France",86,20,"Loire Valley","Fournier Père et Fils 2013 Côtes de Morogues  (Menetou-Salon)","Sauvignon Blanc","Fournier Père et Fils"
"574","US",88,28,"Washington","Novelty Hill 2014 Stillwater Creek Vineyard Malbec (Columbia Valley (WA))","Malbec","Novelty Hill"
"575","US",93,50,"California","Mount Eden Vineyards 2005 Estate Bottled Cabernet Sauvignon (Santa Cruz Mountains)","Cabernet Sauvignon","Mount Eden Vineyards"
"576","New Zealand",86,17,"Marlborough","Ten Sisters 2015 Single Vineyard Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Ten Sisters"
"577","US",86,35,"California","Merryvale 2006 Pinot Noir (Carneros)","Pinot Noir","Merryvale"
"578","US",87,25,"California","Artesa 2012 Pinot Noir (Carneros)","Pinot Noir","Artesa"
"579","New Zealand",88,45,"Hawke's Bay","Dry River 2006 Te Awa Merlot (Hawke's Bay)","Merlot","Dry River"
"580","Argentina",88,14,"Other","Nieto Senetiner 2015 Torrontés (Cafayate)","Torrontés","Nieto Senetiner"
"581","France",91,NA,"Provence","Château Paradis 2010 Red (Coteaux d'Aix-en-Provence)","Red Blend","Château Paradis"
"582","Portugal",87,13,"Alentejano","Adega Cooperativa de Borba 2009 Senses Syrah (Alentejano)","Syrah","Adega Cooperativa de Borba"
"583","US",87,21,"California","Briceland 2012 Lolonis Vineyard Chardonnay (Mendocino County)","Chardonnay","Briceland"
"584","Portugal",86,12,"Tejo","Wines & Winemakers 2014 Companhia das Lezírias Herdade de Catapereiro White (Tejo)","Portuguese White","Wines & Winemakers"
"585","Italy",87,17,"Piedmont","Gianni Gagliardo 2013 Madama  (Barbera d'Alba)","Barbera","Gianni Gagliardo"
"586","US",87,25,"Oregon","Cliff Creek 2011 Sams Valley Vineyard Syrah (Southern Oregon)","Syrah","Cliff Creek"
"587","US",88,24,"Oregon","Phelps Creek 2015 Pinot Gris (Columbia Gorge (OR))","Pinot Gris","Phelps Creek"
"588","US",86,11,"California","Grayson 2015 Lot 10 Cabernet Sauvignon (California)","Cabernet Sauvignon","Grayson"
"589","US",92,32,"California","Chappellet 2016 Signature Chenin Blanc (Napa Valley)","Chenin Blanc","Chappellet"
"590","US",85,31,"California","Dante Robere 2014 Tracy Hills Barbera (Livermore Valley)","Barbera","Dante Robere"
"591","US",91,28,"Michigan","Bel Lago 2013 Chardonnay (Leelanau Peninsula)","Chardonnay","Bel Lago"
"592","France",88,83,"Burgundy","L. Tramier & Fils 2015 Collection  (Nuits-St.-Georges)","Pinot Noir","L. Tramier & Fils"
"593","Argentina",83,9,"Mendoza Province","Espiritu de Argentina 2009 Torrontés (Mendoza)","Torrontés","Espiritu de Argentina"
"594","Spain",82,14,"Northern Spain","Viñedos y Bodegas Pablo 2013 Menguante Garnacha (Cariñena)","Garnacha","Viñedos y Bodegas Pablo"
"595","US",89,25,"California","McDermaid 2007 McDermaid Family Vineyard Malbec (Red Hills Lake County)","Malbec","McDermaid"
"596","Portugal",84,NA,"Tejo","Quinta da Lagoalva de Cima 2014 Lagoalva Rosé (Tejo)","Rosé","Quinta da Lagoalva de Cima"
"597","Argentina",89,20,"Mendoza Province","Bodega Goulart 2011 R Reserva Malbec-Cabernet Sauvignon (Luján de Cuyo)","Malbec-Cabernet Sauvignon","Bodega Goulart"
"598","US",91,135,"California","Stag's Leap Wine Cellars 2013 FAY Estate Cabernet Sauvignon (Stags Leap District)","Cabernet Sauvignon","Stag's Leap Wine Cellars"
"599","Spain",80,7,"Central Spain","Despierta 2014 Chardonnay (La Mancha)","Chardonnay","Despierta"
"600","France",84,NA,"Bordeaux","Sirius 2009  Bordeaux","Bordeaux-style Red Blend","Sirius"
"601","Spain",93,36,"Northern Spain","Valserrano 2010 Gran Reserva  (Rioja)","Tempranillo Blend","Valserrano"
"602","Chile",90,30,"San Antonio","Matetic 2012 Corralillo Winemaker's Blend Red (San Antonio)","Red Blend","Matetic"
"603","US",91,30,"California","Domaine Chandon 2001 Brut Chardonnay (Mount Veeder)","Chardonnay","Domaine Chandon"
"604","US",94,20,"Washington","Dunham 2009 Lewis Estate Vineyard Riesling (Columbia Valley (WA))","Riesling","Dunham"
"605","France",88,14,"Bordeaux","Château Pey la Tour 2015 Rosé (Bordeaux Rosé)","Rosé","Château Pey la Tour"
"606","US",84,25,"Virginia","Pearmund 2010 Ameritage Red (Virginia)","Bordeaux-style Red Blend","Pearmund"
"607","Italy",88,22,"Tuscany","Corte Pavone 2008  Rosso di Montalcino","Sangiovese Grosso","Corte Pavone"
"608","US",88,28,"California","Mounts 2013 Verah White (Dry Creek Valley)","Rhône-style White Blend","Mounts"
"609","US",88,16,"New York","Dr. Konstantin Frank 2007 Semi Dry Riesling (Finger Lakes)","Riesling","Dr. Konstantin Frank"
"610","Spain",88,27,"Northern Spain","Marqués de Murrieta 2006 Capellanía Reserva White (Rioja)","White Blend","Marqués de Murrieta"
"611","US",90,120,"California","Clos du Val 2014 Hirondelle Vineyard Estate Cabernet Sauvignon (Stags Leap District)","Cabernet Sauvignon","Clos du Val"
"612","France",88,50,"Bordeaux","Château le Prieuré 2011 Délice du Prieuré  (Saint-Émilion)","Bordeaux-style Red Blend","Château le Prieuré"
"613","Chile",87,15,"Casablanca Valley","Viña Casablanca 2012 Nimbus Single Vineyard Pinot Noir (Casablanca Valley)","Pinot Noir","Viña Casablanca"
"614","France",91,45,"Bordeaux","Château Paloumey 2014  Haut-Médoc","Bordeaux-style Red Blend","Château Paloumey"
"615","Italy",89,30,"Piedmont","Piazzo Armando 2012  Barbaresco","Nebbiolo","Piazzo Armando"
"616","US",90,56,"California","Inman Family 2012 Thorn Ridge Ranch Pinot Noir (Russian River Valley)","Pinot Noir","Inman Family"
"617","Italy",88,24,"Tuscany","Sada 2008 Baldoro Red (Toscana)","Red Blend","Sada"
"618","Greece",89,28,"Letrinon","Mercouri Estate 2007 Domaine Mercouri Vin de Pays des Letrinon Red (Letrinon)","Red Blend","Mercouri Estate"
"619","US",91,55,"California","Davis Bynum 2013 Jane's Vineyard Dijon Clone 115 Pinot Noir (Russian River Valley)","Pinot Noir","Davis Bynum"
"620","France",88,47,"Burgundy","Louis Latour 2000 Les Chenevottes  (Chassagne-Montrachet)","Chardonnay","Louis Latour"
"621","US",80,36,"California","Cantara 2007 Petite Sirah (Lodi)","Petite Sirah","Cantara"
"622","Germany",88,26,"Mosel","Dr. Pauly Bergweiler 2013 Graacher Himmelreich Kabinett Riesling (Mosel)","Riesling","Dr. Pauly Bergweiler"
"623","Canada",93,25,"Ontario","Cave Spring 2013 CSV Estate Bottled Riesling (Beamsville Bench)","Riesling","Cave Spring"
"624","US",85,25,"New York","Keuka Spring 2007 Reserve Cabernet Sauvignon (Finger Lakes)","Cabernet Sauvignon","Keuka Spring"
"625","Argentina",82,14,"Mendoza Province","Tercos 2014 Malbec (Mendoza)","Malbec","Tercos"
"626","Italy",86,22,"Veneto","De Stefani 2015 Nature  (Prosecco)","Glera","De Stefani"
"627","US",94,65,"California","Williams Selyem 2010 Ferrington Vineyard Pinot Noir (Anderson Valley)","Pinot Noir","Williams Selyem"
"628","Italy",83,10,"Tuscany","Piccini 2001  Chianti","Sangiovese","Piccini"
"629","France",89,NA,"Loire Valley","Couly-Dutheil 2011 La Baronnie Madeleine  (Chinon)","Cabernet Franc","Couly-Dutheil"
