IZ,name,YhospResp,EhospResp,employment,income,crime,housing,education,access,no2,pm10
S02001451,The Glens,231,164.3945484,24.83333333,25.83333333,487.8609383,0.234134923,0.950667024,3.797955182,14.757425,10.44121625
S02001452,Stobswell,179,147.3822012,18.71428571,22.14285714,683.9001917,0.322968716,0.851985312,0.463812941,14.8747,10.329226
S02001453,Baxter Park,110,124.4933847,6.5,6.5,207.2610913,0.093800236,-0.275174883,3.376702037,14.8747,10.329226
S02001454,Craigie and  Craigiebank,209,198.6489526,11.16666667,13.5,125.9179859,0.111883963,-0.046516773,11.17185341,12.626245,10.004895
S02001455,Douglas West,260,158.4685963,21.5,26.83333333,459.422017,0.202665251,0.947766742,7.542958578,11.69601,9.8485585
S02001456,West Ferry,88,154.972783,5.75,4.75,89.03849253,0.050580671,-0.639191368,23.23683015,10.6817995,9.653254
S02001457,Douglas East,174,104.0339511,20.75,26.5,285.0863928,0.196699567,1.188559809,11.35232661,12.05223,9.742549
S02001458,Broughty Ferry West,191,229.9254971,5.666666667,6.333333333,195.9055933,0.089043118,-0.894027261,6.097806286,7.9556565,9.030065
S02001459,Broughty Ferry East,154,164.3593391,5.6,6.2,95.56608894,0.052336053,-0.955172574,19.06572164,9.3702985,9.4660115
S02001460,Barnhill,138,195.1275764,7.166666667,6.333333333,147.4473145,0.060172237,-0.980566801,15.88628212,8.78449,9.169892
S02001461,West Pitkerro,197,213.3088569,4.75,4.75,75.36425182,0.046308522,-0.674702612,37.94326931,9.526927498,10.81330056
S02001462,Whitfield,309,188.0224712,21.77777778,26.44444444,489.9877854,0.204340252,1.248955687,17.67213917,10.5740455,9.91793375
S02001463,Fintry,295,208.846263,12.11111111,14.33333333,347.8137957,0.13936103,0.573243649,24.52666348,8.837536,10.6634046
S02001464,Linlathen and Midcraigie,376,178.179332,23.14285714,29.57142857,593.9959432,0.188594585,1.398846253,11.43407526,13.931125,10.445665
S02001465,Caird Park,157,118.5306395,13.5,17,386.5462289,0.112750688,0.448829799,15.26932339,13.025635,10.733965
S02001466,Kirkton,229,143.609961,16.2,22.8,387.6481492,0.149684973,1.036171788,14.94070314,10.7921655,9.881784
S02001467,Downfield,247,188.5143704,9,10,147.1723584,0.100417201,0.123972687,13.23487696,11.157551,9.709999
S02001468,Fairmuir,158,144.6098595,10.8,11.8,256.8020487,0.121614142,0.144402611,5.999727102,13.24562834,10.62013
S02001469,Law,300,207.1555546,17.33333333,18.83333333,386.8455659,0.161145106,0.508792044,3.904178379,13.3039875,9.97169425
S02001470,Balgay,143,145.797975,10.4,10.6,168.6664194,0.117729532,-0.467845271,8.537008166,10.2903445,9.207224
S02001471,Menzieshill,229,157.6442529,20.5,22.83333333,432.4289263,0.223630709,0.681173327,11.87172006,9.690123169,9.575829
S02001472,Charleston,249,147.9106091,24,26.4,376.8060397,0.229686147,1.181614402,15.27295368,10.106617,9.554093
S02001473,Lochee,319,212.0357733,24.42857143,24.71428571,569.5840574,0.176804097,1.073022799,8.95894491,11.829125,9.760901
S02001474,Ardler and St Marys,273,216.3401148,20.625,22.375,419.2320108,0.162869896,1.008341565,25.88174746,10.680456,10.06348
S02001475,Western Edge,92,132.1044971,3.6,3,134.9736229,0.056434194,-0.579289758,33.72734085,6.573427042,10.61480642
S02001476,Doon Valley South,242,119.0329886,20.6,24,432.298357,0.117205709,0.953932584,15.25903556,3.03966362,7.411705066
S02001477,Doon Valley North,238,151.2664385,15.5,16.66666667,350.5811523,0.096850542,0.497634687,37.04657313,3.772643513,7.920587897
S02001478,Mauchline Rural,274,176.6656836,13.14285714,14.85714286,249.200271,0.107213453,0.183881113,43.30650031,4.044588317,8.73398143
S02001479,Drongan,167,112.5626397,13.75,16.75,179.1912728,0.107523342,0.782549485,32.39970308,5.318516,8.4391685
S02001480,Mauchline,164,152.9299195,10,10.6,165.9148795,0.099042987,0.092535125,6.453717636,5.776993,9.550968
S02001481,Cumnock Rural,185,177.1969066,15.625,17,315.6120683,0.092186225,0.258574022,39.39921776,3.397072029,7.72210972
S02001482,New Cumnock,190,107.8680672,18.75,20.5,184.2872246,0.105266415,0.879556491,9.257399278,3.90735825,7.66916425
S02001483,Cumnock South and Craigens,247,174.6040895,17.14285714,19.71428571,335.2897545,0.117911091,0.605578748,19.07382231,7.071381,8.4790185
S02001484,Cumnock North,212,153.6966066,13,12.2,347.5995218,0.085937501,0.021175246,10.50315166,5.8934185,8.421415
S02001485,Auchinleck,218,142.7266553,19.25,21.25,313.2812989,0.154203342,0.923541576,12.78466648,5.420481,9.275206
S02001486,Northern and Irvine Valley Rural,217,210.5453322,4.285714286,4.571428571,135.5265438,0.061027772,-0.66035447,53.29410115,4.748918744,8.178697647
S02001487,Stewarton East,147,151.6961325,8.6,10.4,160.754463,0.081363997,-0.573738539,6.285093992,6.0107995,8.3741435
S02001488,Stewarton West,86,92.43631,12.33333333,14.66666667,210.4741092,0.096705078,0.222170543,10.22743952,6.4832525,8.6518165
S02001489,Darvel,131,144.8028132,11,10.8,192.7887497,0.076282763,0.036370735,24.49254745,5.2537975,8.562273
S02001490,Newmilns,111,106.395161,19.5,19,385.4763455,0.11266132,0.399177423,15.42057231,5.6100625,8.8978745
S02001491,Galston,268,168.8748556,14.33333333,16.83333333,231.6405941,0.103328168,0.397199543,14.59534722,6.52243525,10.31938475
S02001492,Earlston and Hurlford Rural,307,206.9894019,13.71428571,15.28571429,310.1426247,0.108354992,0.559900556,29.69585226,6.565644472,9.364463217
S02001493,Shortlees,307,147.6428514,21.16666667,31.16666667,366.617821,0.158322377,1.329370351,30.8135081,9.286254,9.0507385
S02001494,Bellfield and Kirkstyle,223,159.5734643,14.8,18,229.6983861,0.141492596,0.584967614,27.31094728,9.4132795,9.512725
S02001495,Kilmarnock South Central and Caprington,138,113.8593968,17.25,17.75,573.0006941,0.101713644,0.342058514,21.03787658,12.19093725,9.770337
S02001496,Piersland,136,120.573188,9.6,10.8,356.1358477,0.077546742,-0.421523123,8.584775244,11.77161,9.4764935
S02001497,New Farm Loch South,134,117.9036656,13.5,15.75,392.0689573,0.082123341,0.181295504,14.67263138,10.37889025,9.51185625
S02001498,Dean and New Farm Loch North,222,127.5651493,11.4,16,307.6767672,0.106708006,0.069514714,33.76997782,9.638359,9.7141785
S02001499,Southcraig and Beansburn,156,193.5058236,3,3.125,161.6244308,0.032739152,-0.616534106,41.76226655,8.668317,8.9468205
S02001500,Altonhill North and Onthank,309,161.5997779,19.5,24.16666667,531.4820618,0.149603561,0.907677711,27.98036583,9.908988,9.3652715
S02001501,"Altonhill South, Longpark and Hillhead",324,149.6037139,26,30.28571429,1077.122308,0.136129717,1.198752935,17.37772406,10.754709,9.485574
S02001502,Bonnyton and Town Centre,213,153.0228651,16,17.8,1087.515406,0.147978972,0.156025857,8.93457955,11.02849175,9.27429325
S02001503,"Grange, Howard and Gargieston",147,218.4607613,3.875,3.375,137.7480009,0.035604628,-0.883819741,19.03783372,8.952989,9.091077
S02001504,"Crosshouse, Gatehead and Kilmaurs Rural",216,144.1869622,8.4,10.4,398.007584,0.094686064,-0.024058288,34.8232087,6.648562058,9.024375212
S02001505,Kilmaurs,138,104.6926545,12.33333333,14,165.9721632,0.078132657,0.005173673,18.79885235,6.758439,8.5682935
S02001506,West Clober and Mains Estate,77,95.9534632,4,2.75,79.58850914,0.048793099,-1.136410001,28.06811863,7.383788167,8.351070215
S02001507,East Clober and Mains Estate,138,126.3411042,8.5,11.25,172.6516094,0.122163894,-0.237308647,16.69999922,9.669368833,8.741483167
S02001508,Barloch,93,147.1726821,4.25,4,163.1115877,0.0404323,-1.418089574,22.62664431,8.945522,8.432716
S02001509,Keystone and Dougalston,172,181.6542002,6,5.4,219.7759701,0.057410318,-1.053469973,19.14063031,9.501511786,8.990620643
S02001510,Kilmardinny East,85,122.87582,2.5,1.5,59.82345661,0.034532941,-1.667647062,27.3514846,12.421475,9.393874
S02001511,Kilmardinny West,140,167.3339893,3.25,3.5,114.2866692,0.044141155,-1.759543071,23.56327937,12.86757,9.542937
S02001512,North Castlehill and Thorn,123,175.7758536,3,2.8,88.96162765,0.050164641,-1.2137255,34.33963283,11.57653,9.230006
S02001513,South Castlehill and Thorn,130,161.9880184,5,5.2,143.731005,0.047274414,-1.251800923,18.87879197,12.65562,9.55155675
S02001514,Westerton West,79,107.9755467,4.666666667,5,141.648076,0.079585118,-1.037782358,23.1940675,13.624895,9.8497915
S02001515,Westerton East,128,167.0031099,2.8,3.6,126.7591734,0.03957214,-1.303817757,33.49678334,15.280105,10.145933
S02001516,Kessington West,85,153.1652555,3.25,2.75,121.7783876,0.030679261,-1.531903165,9.072927985,13.9318725,9.80869325
S02001517,Kessington East,84,114.922548,4,3,104.460853,0.036164485,-1.265414876,22.52866246,13.83055,9.755322
S02001518,Torrance and Balmore,102,101.6496191,5,5.333333333,156.1054782,0.062343697,-1.053457343,33.36037511,9.256960111,9.455211501
S02001519,Bishopbriggs North and Kenmure,164,217.3641795,3.857142857,3.571428571,111.8631547,0.044588535,-1.130256367,25.53891441,13.0716,9.9249555
S02001520,Bishopbriggs West and Cadder,238,254.3924378,4.5,5.5,386.6401199,0.064168693,-0.854495405,12.90393363,16.475995,10.358896
S02001521,Auchinairn,269,187.0963674,12.66666667,15.66666667,220.6372836,0.135009038,0.061839686,11.43588424,16.1288425,10.4808485
S02001522,Woodhill East,58,84.0935619,4.333333333,2.333333333,72.80094981,0.064746609,-0.653769637,16.25016416,16.260585,10.653445
S02001523,Woodhill West,137,161.2557583,4.8,5.2,79.0912652,0.070336943,-0.774960917,13.65168588,15.4919,10.081784
S02001524,Lenzie North,211,209.2769583,6.285714286,6,94.23427613,0.084817636,-1.016851619,17.88929149,12.51083532,10.062927
S02001525,Lenzie South,107,123.7186488,2.75,2.25,57.89484612,0.050256772,-1.464106695,25.59553764,14.623795,9.5350755
S02001526,Kirkintilloch South,156,118.9159247,9,9,186.1332423,0.102721458,-0.553015197,13.21975063,13.2963,9.9930015
S02001527,Kirkintilloch West,207,170.449413,13.2,13.4,408.5717415,0.119260638,-0.638159054,8.472240449,9.5173835,9.436852334
S02001528,Hillhead,261,141.860039,18.6,21.4,376.2929272,0.162807614,0.547524793,11.1783467,13.253215,9.708114
S02001529,Rosebank and Waterside,138,149.7421951,6.75,6.5,130.0082319,0.09632829,-0.540261451,29.65055125,11.65779342,9.466856749
S02001530,Twechar and Harestanes East,107,98.3464537,11.25,12,213.3947467,0.147775028,0.178622136,45.94869963,9.396827643,8.823759072
S02001531,Harestanes,142,126.9854261,14.5,15.25,250.7375319,0.152660248,0.024287688,27.29744106,11.2580725,9.601473
S02001532,Milton of Campsie,144,151.7494734,6,6.6,114.8337859,0.064094957,-0.415378497,35.58063123,7.122771358,8.378602715
S02001533,Lennoxtown,175,165.6536127,9.4,10.6,230.219149,0.090216909,-0.146076519,21.91595759,5.721819066,7.895472336
S02001534,IZ01,239,202.0639225,9.857142857,13,162.2646914,0.135743454,0.582371017,31.29380346,9.500432302,12.0975146
S02001535,IZ02,161,160.3898403,7.857142857,7.857142857,225.2840672,0.106539047,-0.262617307,26.2630034,13.2841,11.85118
S02001536,IZ03,91,114.1031033,5.4,4.8,276.6215451,0.081460406,-0.570943059,19.60900275,15.149495,11.99341
S02001537,IZ04,180,179.2383865,11.66666667,14.5,421.586262,0.183779973,0.18180267,10.61192855,13.181225,11.58585
S02001538,IZ05,158,169.4571196,11.33333333,15,296.4400428,0.137797643,0.523160816,21.09083313,12.472755,11.6261625
S02001539,IZ06,76,79.1171472,13.33333333,17.33333333,230.0304865,0.171866754,0.705804628,27.97368235,10.964625,12.27974
S02001540,IZ07,188,189.1164931,13.14285714,15.85714286,361.6497194,0.15236069,0.779992383,5.852713417,9.906633,12.78995
S02001541,IZ08,165,154.372326,10.5,12,185.386885,0.111342017,0.474654626,7.765387314,8.9813895,11.525275
S02001542,IZ09,200,210.2793177,7.75,7.5,233.6653705,0.083624112,-0.251121241,17.58473594,7.268619625,10.83186425
S02001543,IZ10,295,238.2936862,13,17.5,358.7007854,0.123743934,0.501587211,11.50305063,8.842145769,12.16003789
S02001544,IZ11,205,201.2115557,7.375,9.125,253.5947869,0.100840275,0.034167626,19.3587997,7.647019563,12.70135938
S02001545,IZ12,126,110.0224482,11.5,16.25,181.7850647,0.118927996,0.425735262,28.07441036,5.41569442,11.43769062
S02001546,IZ13,157,231.8850153,6.428571429,6.571428571,102.7310446,0.054942146,-0.652895536,31.71193396,5.93543321,11.85131747
S02001547,IZ14,147,212.268363,4.833333333,5.166666667,91.3870821,0.071623114,-1.003596664,56.06467632,4.34625012,9.691314971
S02001548,IZ15,103,157.1931393,8,7.6,164.0271712,0.08088549,-0.731463292,12.98133436,7.3963445,10.93665
S02001549,IZ16,165,188.3703082,11,12.5,332.7705166,0.115533665,-0.073992731,12.17895934,7.085219834,10.57717667
S02001550,IZ17,93,184.6363855,5,4.666666667,83.88723395,0.063998295,-1.061495428,32.97146025,5.161141449,11.18953373
S02001551,IZ18,88,169.801574,4,5.25,133.8250082,0.08027414,-1.268933776,13.05215952,5.5419345,9.410545
S02001552,IZ19,84,152.830059,5.4,5.8,75.48596683,0.065404826,-1.078996919,17.25193226,5.064121421,11.55350513
S02001553,IZ20,135,197.4209338,5.285714286,5.142857143,110.5463523,0.096145271,-0.832715299,49.97785614,4.754937562,9.91271639
S02001554,IZ21,129,172.5088232,7.8,9.6,162.6365418,0.096098372,-0.100616529,15.71670296,6.072231357,11.33668115
S02001555,IZ22,114,177.9173793,7.666666667,7.333333333,149.7645038,0.08243568,-0.337279524,17.37855365,6.889131,11.2587375
S02001556,West Neilston and Uplawmoor,236,221.1388863,9.625,9.375,191.3779709,0.104154716,-0.433994417,15.9400865,6.496582755,7.872670958
S02001557,Cross Stobbs,121,136.1990063,5.833333333,5.166666667,119.6276525,0.052839879,-0.839901969,22.26377176,10.710355,8.680307
S02001558,"Dunterlie, East Arthurlie and Dovecothall",336,215.4760058,18,21.44444444,499.6014016,0.142480161,0.346554085,5.42168552,10.77521925,9.088736
S02001559,West Arthurlie and North Neilston,176,152.6448852,9.8,10.8,194.0274046,0.085483659,-0.392855396,15.17729433,8.874027167,8.457811
S02001560,Auchenback,176,138.0310494,14.2,18.8,225.4092575,0.183832026,0.454725861,10.60013922,11.14076,9.0580295
S02001561,Crookfur and Fruin,231,282.108604,3.571428571,5.285714286,119.7134274,0.049336505,-1.190030157,14.58193529,9.9102758,8.8441667
S02001562,"Mearns Village, Westacres and Greenfarm",207,209.2677385,7.125,7.5,132.4765734,0.078803557,-0.960354576,22.77848752,11.18024625,9.383368
S02001563,Whitecraigs and Broom,108,154.9034359,2.25,2.5,85.09930799,0.025653973,-1.525009683,6.996527574,11.44677,9.0701765
S02001564,Mearnskirk and South Kirkhill,185,256.1448656,3.375,3.375,111.1621693,0.041714231,-1.548208883,24.80942865,6.932581047,8.523394578
S02001565,Eaglesham and Waterfoot,142,185.6471339,5.428571429,6.285714286,188.3549383,0.064894501,-1.039155294,23.58892626,5.640237207,8.124328397
S02001566,North Kirkhill,59,118.224627,4,4,126.9448618,0.066480589,-1.286305418,9.352749905,10.31829538,8.888446125
S02001567,Busby,99,136.9301184,7.6,9.4,182.3759154,0.099848419,-0.761825051,21.12776298,10.83546,9.005270167
S02001568,Clarkston and Sheddens,145,232.7353864,2.375,1.75,81.17583515,0.040990832,-1.583413531,13.14182805,12.97039,9.588308
S02001569,Williamwood,76,114.2243043,2.6,1.8,86.77878603,0.028456352,-1.711212029,12.88443355,12.97039,9.588308
S02001570,Stamperland,97,136.1190282,3,3.4,173.2140609,0.076707384,-1.218753821,17.96087684,13.61902,9.7348185
S02001571,Netherlee,130,202.3248014,2.166666667,2.833333333,73.93962654,0.032846538,-1.511742419,13.31018005,14.224275,9.7363645
S02001572,Merrylee and Braidbar,133,201.2014292,3.142857143,4,88.32603275,0.049571648,-1.445175895,16.42489104,14.944935,10.0455135
S02001573,Lower Whitecraigs and South Giffnock,111,145.2819177,1.75,1.25,137.5177638,0.027484524,-1.781816619,9.030454653,14.29435,9.842303
S02001574,North Giffnock and North Thornliebank,204,173.1551145,7.6,9.8,233.5047754,0.101493746,-0.938029052,1.907577208,14.382965,10.028243
S02001575,South Thornliebank and Woodfarm,136,139.4045102,8.166666667,8.5,262.7468955,0.116515102,-0.766465135,6.529855672,13.822865,9.971335
S02001576,Balerno and Bonnington Village,160,228.4722116,3.625,3.75,135.196692,0.034712711,-1.227234662,24.73884895,6.794979979,9.307311446
S02001577,Currie West,115,160.4729335,6,5.25,88.30171869,0.067798879,-0.607395418,23.28303306,10.30890913,11.036162
S02001578,Currie East,70,133.5601563,4.5,3.5,177.3274124,0.060121329,-1.019260657,17.25480478,10.01667025,11.168445
S02001579,Baberton and Juniper Green,109,170.6308544,3.2,2.6,187.0807435,0.052661562,-1.081284129,20.56182007,13.60767,11.1382085
S02001580,Bonaly and The Pentlands,67,168.2985569,2.333333333,1.666666667,189.5280156,0.040555426,-1.982941292,26.81982528,8.576740869,9.743915288
S02001581,Colinton and Kingsknowe,147,191.2565415,2.2,2.8,201.0531948,0.064017885,-1.213064108,28.47355139,13.68756334,10.11519584
S02001582,Clovenstone and Wester Hailes,165,103.3831077,20.8,27.6,427.7825155,0.259491322,1.007152511,11.10533419,14.86437,10.851995
S02001583,The Calders,162,142.4305135,21.8,25,430.0708458,0.198615533,1.020192728,8.600391515,18.93791,11.560985
S02001584,Murrayburn and Wester Hailes North,215,111.2035944,29,31.2,1172.011127,0.191460734,1.287534516,12.46986889,16.624495,10.84235
S02001585,Parkhead and Sighthill,111,104.5810872,8,11.75,390.4012945,0.156465776,0.479441371,8.462692509,16.624495,10.84235
S02001586,Broomhouse and Bankhead,156,120.5011885,13.6,19.6,523.8279609,0.205711318,0.906417872,9.828827349,19.257855,10.950255
S02001587,Stenhouse and Saughton Mains,289,206.8477803,17.25,19.75,334.8713675,0.186052688,0.992155295,16.7006936,17.6749,11.006065
S02001588,Longstone and Saughton,132,152.2925747,9.8,12.4,582.373263,0.134554265,0.361229919,22.6172047,16.07136,10.5393795
S02001589,Slateford and Chesser,141,161.7561215,8.833333333,10.16666667,426.1148174,0.206988602,0.090477948,10.37537104,18.0347825,11.007145
S02001590,Gorgie West,129,124.5287608,11.2,11,386.1050716,0.413052101,0.396832286,3.628955749,24.045855,11.53079
S02001591,Gorgie East,96,82.9265178,11.4,10.8,266.8141091,0.411980468,-0.146376071,1.265302349,23.65371,13.111925
S02001592,Shandon,75,149.9288387,2.833333333,3.333333333,155.157734,0.169710763,-1.050774324,6.318274167,17.60203,10.68894
S02001593,Craiglockhart,117,198.8894171,1.5,1.5,264.7681075,0.042435656,-1.617539224,13.89361146,15.39742,10.299047
S02001594,Morningside and Craighouse,83,162.5818935,3.8,3.6,184.3616413,0.133557353,-1.389553537,10.08339182,14.847495,10.2012705
S02001595,Greenbank and The Braids,62,166.0635746,2,1.2,213.7713498,0.029254117,-2.034907136,24.54372187,13.75298,10.2932705
S02001596,Colinton Mains and Firrhill,152,143.2705572,10.8,13.6,480.560438,0.161103463,0.060686334,11.88400124,14.12853,10.243618
S02001597,Oxgangs,101,96.2353198,16,17.5,413.2041959,0.172023054,0.241278192,6.858412183,14.96274,10.780325
S02001598,Comiston and Swanston,133,210.5808947,2.5,1.5,210.4831732,0.034476935,-1.374648798,15.94796847,14.8865725,10.72199
S02001599,Fairmilehead,88,192.1297458,1.333333333,1.166666667,111.4162648,0.037743337,-1.693150275,31.81082218,11.702345,10.88159
S02001600,Gilmerton South and the Murrays,89,90.914092,6,7.333333333,215.8857948,0.099574044,-0.165209529,29.13697713,11.66646759,12.86204583
S02001601,Mortonhall and Anwickhill,73,97.5561206,4.333333333,4.333333333,215.6750088,0.090956474,-0.490280414,29.10128933,11.21427,10.778555
S02001602,"Gracemount, Southhouse and Burdiehouse",294,192.7270308,18.33333333,22.5,669.0545271,0.215981878,1.068774403,9.03366168,12.40734525,11.920945
S02001603,Hyvots and Gilmerton,233,131.8630306,16,18.4,377.4925242,0.209066265,0.814930316,11.19333158,13.440625,12.01595
S02001604,Fernieside and Moredun South,205,146.8446526,13.2,15,451.2708723,0.171920679,0.735181817,13.22890443,14.028735,11.03292
S02001605,Moredun and Craigour,158,117.864824,22.25,23.5,720.7968461,0.184001736,1.025697668,12.26397227,13.496045,10.954855
S02001606,Liberton East,110,122.8782798,4,4.25,275.1397862,0.058776402,-0.704660837,18.18791254,13.496045,10.954855
S02001607,Liberton West and Braid Hills,130,151.3886338,5,6.25,233.5506507,0.062673633,-0.804647942,11.45324155,12.45960625,10.47634413
S02001608,The Inch,176,169.9628902,13.83333333,17.5,293.0426247,0.196790384,0.497156722,15.43412719,14.50522,10.886845
S02001609,"Blackford, West Mains and Mayfield Road",149,251.0245733,3.625,4.125,327.5356405,0.074913595,-1.217324435,15.13657562,14.75117375,10.57891638
S02001610,Prestonfield,122,127.4142554,10,12.25,230.4977242,0.185295106,-0.292851997,7.71254326,16.33034,11.13885
S02001611,Newington and Dalkeith Road,104,142.6042952,3.8,4.2,235.518645,0.259787419,-0.734792971,4.639393053,21.350745,11.90982
S02001612,The Grange,130,224.5541225,2.571428571,3.285714286,241.0606786,0.111362698,-1.710158441,5.828921879,17.473175,11.02025
S02001613,Marchmont East and Sciennes,58,127.1194506,3.166666667,3.166666667,151.1536392,0.29195633,-1.031165722,1.471185281,20.544675,11.570365
S02001614,Marchmont West,91,123.0148485,1,1.285714286,95.22053116,0.266133869,-1.493170442,1.589238826,20.544675,11.570365
S02001615,Morningside,117,217.2600882,3.5,3.25,250.2284576,0.120056863,-1.786752576,4.465735516,16.6219775,10.5422425
S02001616,Merchiston and Greenhill,93,181.1446588,4.166666667,3.5,327.9025463,0.135683155,-1.359041865,3.723543723,19.073445,11.058455
S02001617,Bruntsfield,122,166.4884263,3,4.428571429,114.9755467,0.215859746,-1.449202265,1.425797787,22.135685,12.445895
S02001618,Polwarth,121,117.1240183,5.166666667,5.833333333,164.160723,0.350080014,-0.657372429,2.025322659,23.65371,13.111925
S02001619,Dalry and Fountainbridge,122,156.6713992,11.625,11.25,379.6580601,0.451572135,0.358925694,1.615143797,22.135685,12.445895
S02001620,Tollcross,101,135.4462744,7.428571429,7.857142857,777.7739999,0.381745697,-0.137719766,0.977760811,29.372325,13.22356
S02001621,Meadows and Southside,86,155.5383198,3.25,3.75,456.7007514,0.381096078,-0.782108436,1.590445228,21.350745,11.90982
S02001622,"Old Town, Princes Street and Leith Street",93,131.9626088,10,9.166666667,3112.260238,0.41793384,-0.033218111,3.930123662,28.669705,12.520035
S02001623,"Canongate, Southside and Dumbiedykes",133,169.597217,12,13,747.2504781,0.36260863,0.666755136,6.22257104,18.33316667,11.04794667
S02001624,Abbeyhill,67,81.3677331,10.66666667,12,270.9297465,0.37644802,0.742795485,16.8312671,19.34287,11.588575
S02001625,Meadowbank and Abbeyhill North,116,140.885724,7.2,7.4,385.1754572,0.291206932,-0.071626796,9.064730294,19.34287,11.588575
S02001626,Willowbrae and Duddingston Village,137,182.762943,5.571428571,6.571428571,207.0829642,0.128827393,-0.471930534,10.6225964,14.152725,10.74817167
S02001627,Craigmillar,204,117.6711217,18.6,25,789.2290223,0.237544671,1.122967043,5.171413927,13.19243084,11.82335167
S02001628,Niddrie,226,141.7690166,27.83333333,35,505.9033849,0.225599276,1.53274717,12.34026212,12.638535,11.08171
S02001629,"Bingham, Magdalene and The Christians",228,147.4633478,25.2,28.2,461.1468027,0.199735668,1.322059711,10.15839158,14.579085,10.996325
S02001630,"Jewel, Brunstane and Newcraighall",157,108.3681289,6.8,9,347.5586855,0.133585691,0.216893673,16.67691561,13.05742834,11.664185
S02001631,Joppa,170,212.2166612,4.666666667,4.166666667,172.1067427,0.076600941,-0.953752518,15.09680672,14.491325,10.533772
S02001632,Portobello,126,134.1871809,10.33333333,12.33333333,367.5289232,0.246826735,-0.068119246,5.271980597,14.659345,10.52009
S02001633,Duddingston and Portobello South,126,171.0157698,4.4,4.2,297.8845821,0.062930439,-0.683223379,2.661874097,16.210075,10.993635
S02001634,Mountcastle,83,107.9965063,5.25,6,357.9906362,0.09899116,-0.404801595,7.304454863,16.040385,10.91737
S02001635,Northfield and Piershill,139,123.186847,10.5,14.25,451.9095449,0.183313507,0.436460774,5.509788905,15.541575,10.971315
S02001636,Craigentinny,102,121.8730342,3.75,4,212.4513586,0.059762523,-0.561357619,4.971966903,16.76047,11.137195
S02001637,Restalrig (Loganlea) and Craigentinny West,149,118.1766156,17.8,21,480.057392,0.178176038,0.6654231,10.74806669,18.005225,11.2847
S02001638,Restalrig and Lochend,224,144.477895,24.16666667,26.16666667,658.3096063,0.224452641,1.082987606,6.00176864,16.71329,10.80875
S02001639,Leith (Hermitage and Prospect Bank),156,163.5151937,7,7.166666667,287.1752697,0.143526219,-0.45446438,6.160899082,18.69108,11.504175
S02001640,Western Harbour and Leith Docks,75,95.3228612,8.5,9.5,461.0482301,0.266356627,-0.160253119,16.26451628,17.56600125,11.16978125
S02001641,North Leith and Newhaven,245,150.674982,16.66666667,16,607.6110337,0.274199871,0.206460577,2.647706114,19.853305,11.897705
S02001642,The Shore and Constitution Street,112,123.0466313,8.714285714,9,320.4806553,0.256455855,0.284741245,5.092512643,17.370375,12.51328
S02001643,Great Junction Street,213,144.1316384,18.71428571,19.85714286,1022.354144,0.322908941,0.660894951,1.667145827,19.853305,11.897705
S02001644,South Leith,222,150.9882797,11.33333333,13,626.0805905,0.367932771,0.366226879,1.24532906,18.69108,11.504175
S02001645,Easter Road and Hawkhill Avenue,69,81.5041311,8,9,315.4562104,0.46847221,0.281022233,7.751375008,18.69108,11.504175
S02001646,Leith (Albert Street),101,91.0208598,10.25,11.25,401.2087745,0.457846603,0.171747859,4.315956363,21.028765,12.300565
S02001647,Hillside and Calton Hill,69,128.6571022,5.571428571,5.571428571,309.3111018,0.245943807,-0.392208002,2.356415353,23.74052,12.609895
S02001648,Pilrig,71,92.0315582,11.75,11.25,384.3639906,0.303810242,0.177128659,4.653685626,21.028765,12.300565
S02001649,Bonnington,87,101.9848406,10.25,10,499.4254476,0.23319147,-0.212047958,3.249966911,19.853305,11.897705
S02001650,Trinity East and The Dudleys,61,134.964645,2.8,4.2,284.9930439,0.094688672,-1.185331526,2.211009092,18.50159,11.02387
S02001651,Trinity,121,186.4717452,5,4,368.6805743,0.106352143,-1.183137362,8.191889367,18.386775,10.715885
S02001652,"Inverleith, Goldenacre and Warriston",100,158.6826015,3.75,3.5,218.6900233,0.069375175,-1.316860395,5.687500344,18.869005,10.631055
S02001653,Broughton North and Powderhall,74,107.8447306,8,6.75,190.6333577,0.27915036,-0.210782933,10.46585609,20.043745,11.58112
S02001654,Broughton South,79,115.8386924,3.2,3.6,187.429608,0.194498304,-0.605865668,8.242633602,21.028765,12.300565
S02001655,New Town East and Gayfield,36,71.4497204,3.75,3.5,380.1266722,0.147276113,-0.780171392,4.315735072,26.79852,12.50382
S02001656,New Town West,68,114.6000121,4.25,3.75,279.3897062,0.174351962,-1.34398098,5.413762549,22.832205,11.93302
S02001657,Canonmills and New Town North,34,82.9631615,2.25,2.25,128.6315045,0.201803762,-1.54901215,4.565952218,26.79852,12.50382
S02001658,Stockbridge,141,181.7565665,3,3.857142857,168.3525455,0.156774231,-1.128860196,4.763213407,22.832205,11.93302
S02001659,Comely Bank,56,123.7968235,1.75,1.75,97.34542059,0.094257175,-1.650272569,11.28711885,20.680035,11.5856
S02001660,Deans Village,157,199.7819133,3.142857143,3.428571429,484.7377052,0.1324905,-1.199975136,8.587433338,21.89426,11.63207
S02001661,Balgreen and Roseburn,101,168.6718778,5,5.833333333,309.6397238,0.082634752,-0.701029903,9.251596545,18.870545,11.61471
